Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides MS3	Razor + unique peptides MS3	Unique peptides MS3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 0	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity 0	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity count 0	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity corrected 0 MS3	Reporter intensity corrected 1 MS3	Reporter intensity corrected 2 MS3	Reporter intensity corrected 3 MS3	Reporter intensity corrected 4 MS3	Reporter intensity corrected 5 MS3	Reporter intensity corrected 6 MS3	Reporter intensity corrected 7 MS3	Reporter intensity corrected 8 MS3	Reporter intensity corrected 9 MS3	Reporter intensity 0 MS3	Reporter intensity 1 MS3	Reporter intensity 2 MS3	Reporter intensity 3 MS3	Reporter intensity 4 MS3	Reporter intensity 5 MS3	Reporter intensity 6 MS3	Reporter intensity 7 MS3	Reporter intensity 8 MS3	Reporter intensity 9 MS3	Reporter intensity count 0 MS3	Reporter intensity count 1 MS3	Reporter intensity count 2 MS3	Reporter intensity count 3 MS3	Reporter intensity count 4 MS3	Reporter intensity count 5 MS3	Reporter intensity count 6 MS3	Reporter intensity count 7 MS3	Reporter intensity count 8 MS3	Reporter intensity count 9 MS3	Sequence coverage MS3 [%]	Intensity	Intensity MS3	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
CON__P02769;CON__P02768-1	CON__P02769	60;6	60;6	60;6				2	60	60	60	60	60	60	78.4	78.4	78.4	69.293	607	607;609	0	323.31	244470	34523	1324200	3969000	554070	864800	3004000	50598	3433100	3449400	235360	40432	1266500	3785200	639180	1001600	2951900	180830	3369300	3249100	216	87	231	236	217	233	234	153	235	234	244470	34523	1324200	3969000	554070	864800	3004000	50598	3433100	3449400	235360	40432	1266500	3785200	639180	1001600	2951900	180830	3369300	3249100	216	87	231	236	217	233	234	153	235	234	78.4	262120000000	262120000000	241			+	10	451;1740;2084;2085;2087;2088;2089;2285;2310;2311;2437;2445;2848;3389;3548;3549;3550;4616;4752;4753;5124;5275;5522;6361;7109;7110;7183;8717;8753;8905;9039;9040;9370;9428;9737;9738;10611;10651;10665;11130;11460;11461;12084;12446;12800;12991;13321;13322;13435;13980;13981;13982;14119;14768;15700;16864;17790;17791;17905;17927	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	502;1951;2339;2340;2342;2343;2344;2555;2585;2586;2724;2732;3171;3781;3955;3956;3957;5137;5138;5288;5289;5698;5871;6142;7066;7916;7917;7998;9688;9724;9883;10027;10028;10378;10440;10779;10780;11747;11790;11805;12493;12494;12939;12940;13624;14021;14420;14631;14992;14993;15115;15714;15715;15716;15866;16592;17634;17635;18941;19966;19967;20092;20128	786;787;788;2944;2945;2946;2947;2948;2949;2950;2951;3574;3575;3576;3577;3578;3580;3581;3582;3583;3584;3899;3900;3941;3942;4167;4168;4169;4170;4171;4172;4173;4188;4189;4190;4191;4192;4193;4194;4195;4196;4796;4797;5700;5701;5949;5950;5951;5952;5953;5954;5955;5956;5957;5958;5959;5960;7664;7665;7666;7874;7875;7876;7877;7878;7879;8448;8684;9045;9046;9047;9048;9049;10377;11586;11587;11588;11589;11590;11591;11592;11593;11594;11720;11721;11722;11723;14129;14130;14171;14172;14173;14174;14390;14587;14588;14589;14590;14591;14592;14593;15052;15053;15142;15588;15589;15590;15591;15592;15593;16891;16956;16957;16958;16959;16977;18056;18057;18058;18059;18060;18061;18802;18803;18804;18805;19790;20313;20314;20875;20876;20877;20878;20879;20880;21139;21647;21648;21649;21650;21651;21652;21653;21654;21655;21656;21814;21815;21816;22663;22664;22665;22666;22868;22869;22870;22871;22872;23957;23958;23959;23960;23961;23962;23963;23964;23965;23966;25437;25438;25439;25440;25441;25442;25443;25444;27270;27271;28687;28688;28689;28690;28691;28692;28693;28888;28889;28951	908;909;910;911;912;913;3378;3379;3380;3381;3382;3383;3384;3385;3386;3387;3388;4120;4121;4122;4123;4124;4126;4127;4128;4129;4130;4486;4487;4488;4533;4534;4795;4796;4797;4798;4799;4800;4801;4802;4803;4823;4824;4825;4826;4827;4828;4829;4830;4831;4832;5506;5507;5508;6517;6518;6794;6795;6796;6797;6798;6799;6800;6801;6802;6803;6804;6805;6806;6807;6808;6809;6810;6811;8765;8766;8767;8768;8769;9014;9015;9016;9017;9018;9019;9020;9677;9930;10330;10331;10332;10333;10334;10335;11846;11847;13268;13269;13270;13271;13272;13273;13274;13275;13276;13277;13278;13279;13435;13436;13437;13438;13439;16154;16155;16201;16202;16203;16204;16441;16442;16649;16650;16651;16652;16653;16654;16655;16656;16657;16658;17166;17167;17272;17776;17777;17778;17779;17780;17781;17782;17783;17784;19240;19317;19318;19319;19320;19341;19342;20579;20580;20581;20582;20583;20584;21444;21445;21446;21447;21448;21449;22552;23139;23140;23764;23765;23766;23767;23768;23769;23770;23771;24061;24666;24667;24668;24669;24670;24671;24672;24673;24674;24675;24676;24677;24678;24679;24680;24681;24851;24852;24853;24854;25798;25799;25800;25801;25802;25803;26030;26031;26032;26033;26034;26035;26036;27265;27266;27267;27268;27269;27270;27271;27272;27273;27274;27275;27276;27277;27278;28906;28907;28908;28909;28910;28911;28912;28913;30940;30941;32570;32571;32572;32573;32574;32575;32576;32805;32806;32874	910;3383;4120;4122;4128;4129;4130;4487;4533;4534;4798;4829;5508;6518;6795;6801;6808;8765;9018;9020;9677;9930;10334;11846;13271;13279;13436;16154;16202;16441;16650;16657;17167;17272;17776;17782;19240;19318;19342;20582;21444;21449;22552;23139;23767;24061;24667;24672;24852;25798;25799;25800;26030;27270;28909;30940;32572;32576;32806;32874	4;5;6	111;469;571
CON__P04264;CON__H-INV:HIT000016045	CON__P04264	36;3	36;3	23;0				2	36	36	23	36	36	23	48.1	48.1	35.4	66.017	644	644;99	0	323.31	392240	377760	204340	410950	360860	354470	300500	402490	532270	807250	370460	357040	218350	419010	356330	359940	315120	426190	515360	769440	58	60	58	60	61	61	59	61	60	60	392240	377760	204340	410950	360860	354470	300500	402490	532270	807250	370460	357040	218350	419010	356330	359940	315120	426190	515360	769440	58	60	58	60	61	61	59	61	60	60	48.1	12434000000	12434000000	66			+	11	419;420;3196;3356;5152;5359;5476;6017;6588;6623;7574;8526;8709;9996;10277;11665;11667;11765;12629;13510;13781;13782;13922;14046;14087;14141;14142;14177;15085;15262;15365;15366;17393;17646;17647;17651	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	465;466;3564;3565;3745;5727;5966;6090;6688;7338;7378;8430;9484;9485;9679;11076;11378;13158;13160;13277;13278;14224;15195;15490;15491;15650;15787;15833;15888;15889;15925;16949;17144;17274;17275;19518;19803;19804;19810	732;733;5364;5365;5650;8485;8486;8487;8811;8812;8976;9831;9832;10780;10781;10782;10783;10784;10785;10786;10848;12360;13860;13861;14119;16000;16001;16382;19122;19124;19309;19310;19311;19312;19313;19314;19315;19316;20601;21923;22319;22320;22321;22569;22760;22823;22824;22901;22902;22903;22954;24478;24738;24942;24943;28054;28055;28476;28477;28487	848;849;6135;6136;6462;9717;9718;9719;10070;10071;10253;11228;11229;12311;12312;12313;12314;12315;12316;12317;12318;12319;12320;12321;12389;14183;15860;15861;16144;18253;18254;18681;21802;21804;21805;22020;22021;22022;22023;22024;22025;22026;22027;23461;24971;25406;25407;25408;25692;25909;25980;25981;26069;26070;26071;26130;27851;28139;28372;28373;31824;31825;31826;32333;32334;32345	848;849;6136;6462;9718;10070;10253;11229;12320;12389;14183;15860;16144;18254;18681;21802;21805;22027;23461;24971;25406;25408;25692;25909;25980;26070;26071;26130;27851;28139;28372;28373;31825;32333;32334;32345	7;8;9	259;262;296
CON__P08779	CON__P08779	13	3	3				1	13	3	3	13	3	3	27.7	8.7	8.7	51.267	473	473	0	24.279	5168	7898.2	2777.3	7214.1	8118.4	2148.1	2949.9	3684.2	5559.7	7253.4	4880.9	7457.2	2989.6	7367.5	7852.6	2412.2	3322.5	3854.6	5372.6	6915.2	2	3	3	3	3	3	3	3	2	3	5168	7898.2	2777.3	7214.1	8118.4	2148.1	2949.9	3684.2	5559.7	7253.4	4880.9	7457.2	2989.6	7367.5	7852.6	2412.2	3322.5	3854.6	5372.6	6915.2	2	3	3	3	3	3	3	3	2	3	27.7	46823000	46823000	3			+	12	1074;1467;1663;3361;6579;8984;8985;9273;12495;14846;16513;17097;17656	False;True;False;False;False;False;False;False;False;True;False;False;True	1193;1655;1868;3751;7328;9969;9970;10277;14077;14078;16674;18535;19192;19193;19815	1821;1822;2511;2817;5656;10765;14502;14503;14504;14919;20397;20398;24072;26705;27618;27619;27620;28492	2089;2090;2897;3237;6469;12296;16559;16560;16561;17016;23239;23240;27395;30326;31320;31321;31322;32350	2089;2897;3237;6469;12296;16560;16561;17016;23239;27395;30326;31320;32350	2;3	14;121
CON__P13645;CON__P02535-1;CON__Q7Z3Y8;CON__Q7Z3Z0	CON__P13645	27;7;3;2	27;7;3;2	21;5;0;0				4	27	27	21	27	27	21	53	53	45.4	59.51	593	593;570;459;450	0	260.18	297480	217070	134280	228500	197850	189320	158500	140370	191040	528730	280880	205120	145300	233290	196500	191890	164120	158630	187120	501110	41	41	41	41	41	41	41	41	41	41	297480	217070	134280	228500	197850	189320	158500	140370	191040	528730	280880	205120	145300	233290	196500	191890	164120	158630	187120	501110	41	41	41	41	41	41	41	41	41	41	53	5634500000	5634500000	41			+	13	351;526;1076;2272;4213;6599;6616;8160;8984;8985;9259;9743;11579;11855;12005;12970;12986;13786;13787;13924;14128;14385;14386;14438;16514;17097;17662	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	388;389;586;1195;2542;4680;7350;7370;9087;9969;9970;10263;10785;13064;13377;13542;13543;14605;14623;15495;15496;15652;15875;16169;16170;16229;18536;19192;19193;19821	625;626;903;1824;1825;3882;3883;7007;10805;10806;10837;13282;13283;14502;14503;14504;14901;15598;18983;19451;19679;19680;21108;21129;22325;22326;22327;22571;22884;22885;23313;23314;23315;23396;26706;26707;26708;27618;27619;27620;28498	735;736;1042;2092;2093;4467;4468;8012;12343;12344;12377;15213;15214;16559;16560;16561;16996;17789;21646;22177;22427;22428;24028;24050;25413;25414;25415;25694;26049;26050;26525;26526;26527;26613;30327;30328;30329;31320;31321;31322;32357	735;1042;2092;4467;8012;12344;12377;15213;16560;16561;16996;17789;21646;22177;22427;24028;24050;25413;25415;25694;26049;26525;26526;26613;30327;31320;32357	3;10;11;12	150;271;306;321
CON__P13647;CON__Q8VED5;CON__O95678	CON__P13647	21;7;7	14;1;1	4;0;0				3	21	14	4	21	14	4	28.5	21.7	6.3	62.378	590	590;531;551	0	41.739	41170	52123	25043	45312	47281	41906	40136	39610	54366	91013	38897	49200	26403	46886	46580	42299	41588	42563	53039	86617	21	21	21	21	21	21	21	21	21	21	41170	52123	25043	45312	47281	41906	40136	39610	54366	91013	38897	49200	26403	46886	46580	42299	41588	42563	53039	86617	21	21	21	21	21	21	21	21	21	21	28.5	759250000	759250000	21			+	14	464;1600;4775;4841;4842;5151;8201;8648;8850;11667;11683;11764;12668;12982;13923;14830;15540;17493;17646;17647;17652	True;True;True;False;False;True;True;False;True;False;False;True;True;True;True;True;True;True;False;False;True	516;1801;5312;5313;5383;5384;5726;9130;9612;9825;13160;13176;13276;14266;14619;15651;16657;17463;19630;19803;19804;19811	803;2719;2720;7907;7908;8009;8010;8011;8484;13344;14032;14316;19124;19148;19149;19308;20660;21125;22570;24049;25193;28209;28210;28211;28476;28477;28488	929;3130;3131;9051;9052;9053;9170;9171;9172;9716;15281;16049;16360;21804;21805;21829;21830;21831;22019;23528;24046;25693;27370;28641;32014;32015;32016;32017;32018;32333;32334;32346	929;3130;9052;9170;9172;9716;15281;16049;16360;21805;21831;22019;23528;24046;25693;27370;28641;32018;32333;32334;32346	13;14	247;457
CON__P35527;CON__P05784	CON__P35527	20;1	19;0	19;0				2	20	19	19	20	19	19	38.4	37.2	37.2	62.129	623	623;423	0	168.89	156300	238170	101510	216820	201770	188090	160880	307030	315580	245510	147700	224870	106510	223460	198400	191770	169970	310760	304820	238280	32	32	31	32	32	32	32	32	32	32	156300	238170	101510	216820	201770	188090	160880	307030	315580	245510	147700	224870	106510	223460	198400	191770	169970	310760	304820	238280	32	32	31	32	32	32	32	32	32	32	38.4	3276600000	3276600000	32			+	15	3052;3936;4933;5362;6051;6461;8117;8613;8984;11241;12047;12427;12492;13068;13728;13925;14490;15261;15278;16884	True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True	3401;4380;5480;5481;5969;6728;7195;9042;9577;9969;12659;13587;14002;14074;14716;14717;15428;15429;15653;16283;16284;17143;17163;17164;18963	5122;6576;8141;8142;8817;8818;8819;9890;10572;13228;13985;14502;14503;18301;19743;20288;20394;21259;21260;22230;22231;22572;23498;23499;23500;24737;24763;24764;27310	5865;7530;9324;9325;10077;10078;10079;10080;11295;11296;12082;15158;15999;16559;16560;20838;22502;23114;23236;24192;24193;24194;25309;25310;25695;26733;26734;26735;28137;28138;28168;28169;28170;30982	5865;7530;9324;10079;11295;12082;15158;15999;16560;20838;22502;23114;23236;24194;25310;25695;26735;28137;28168;30982	15;16;17;18;19;20;21	157;234;245;269;276;286;326
CON__P35908;CON__Q7Z794;CON__Q6NXH9;CON__Q9R0H5;CON__Q7RTS7;CON__Q32MB2;CON__Q14CN4-1;CON__Q6IME9;CON__Q3SY84	CON__P35908	29;5;4;3;3;3;2;2;2	25;2;3;2;3;3;2;2;2	16;0;0;0;0;0;0;0;0				9	29	25	16	29	25	16	43.9	40.6	28.4	65.865	645	645;578;539;524;529;540;511;520;523	0	287.77	228550	178960	98459	223730	150300	152500	148180	110230	164950	307790	215780	169310	107250	225840	149450	156080	151380	121480	162040	292370	39	40	39	40	40	39	39	40	39	40	228550	178960	98459	223730	150300	152500	148180	110230	164950	307790	215780	169310	107250	225840	149450	156080	151380	121480	162040	292370	39	40	39	40	40	39	39	40	39	40	43.9	4198200000	4198200000	40			+	16	77;1601;3197;3357;3630;4841;4842;5152;5970;6050;6057;6622;7014;7574;8527;8648;8770;9997;10188;11683;14060;14172;14500;14642;16012;16029;17646;17647;17653	True;True;True;True;True;True;True;False;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;False;False;True	85;1802;3566;3567;3746;3747;4045;5383;5384;5727;6639;6727;6734;7377;7803;8430;9486;9612;9742;11077;11283;13176;15803;15920;16296;16456;17984;18003;19803;19804;19812	136;137;2721;5366;5367;5651;5652;6078;8009;8010;8011;8485;8486;8487;9757;9888;9889;9896;9897;9898;10846;10847;11444;12360;13862;14032;14202;16002;16265;19148;19149;22782;22948;23525;23769;25925;25926;25950;28476;28477;28489	167;168;169;3132;6137;6138;6463;6464;6944;9170;9171;9172;9717;9718;9719;11138;11293;11294;11302;11303;11304;12387;12388;13084;13085;14183;15862;16049;16235;18255;18543;21829;21830;21831;25933;25934;26124;26771;27053;27054;29454;29455;29482;32333;32334;32347	167;3132;6138;6464;6944;9170;9172;9718;11138;11294;11302;12387;13084;14183;15862;16049;16235;18255;18543;21831;25934;26124;26771;27053;29454;29482;32333;32334;32347	22;23	300;473
CON__Q04695;CON__Q9QWL7;CON__Q99PS0	CON__Q04695;CON__Q9QWL7	9;9;1	2;2;1	1;1;0			;	3	9	2	1	9	2	1	17.8	4.6	2.5	48.105	432	432;433;422	0	3.6243	1943.9	5242.9	1724.3	2968	5874.6	3612.9	1984.5	2405.7	2605.8	8441	1838.6	4939.8	1792.4	3196.7	5662.1	3593.4	2223.9	2714.2	2544.8	8003.9	2	2	2	2	2	2	2	2	2	2	1943.9	5242.9	1724.3	2968	5874.6	3612.9	1984.5	2405.7	2605.8	8441	1838.6	4939.8	1792.4	3196.7	5662.1	3593.4	2223.9	2714.2	2544.8	8003.9	2	2	2	2	2	2	2	2	2	2	17.8	11605000	11605000	2			+	17	1783;3658;4629;6617;8984;8985;9273;11580;16513	True;False;False;True;False;False;False;False;False	2000;4075;5151;7371;9969;9970;10277;13065;18535	3052;6118;7682;10838;14502;14503;14504;14919;18984;26705	3511;6991;8787;12378;16559;16560;16561;17016;21647;30326	3511;6991;8787;12378;16560;16561;17016;21647;30326	1;24	88;226
CON__Q148H6	CON__Q148H6	4	2	0				1	4	2	0	3	1	0	8.6	4.7	0	50.775	464	464	1	-2	3318.8	4176	3374.3	3911.2	4172.8	3753.1	3960.9	4231.4	3759.8	4498.6	3140.7	3943.4	3403.9	4029.6	4184.2	3783.5	4036.5	4361.4	3718.3	4333.9	1	1	1	1	1	1	1	1	1	1	3318.8	4176	3374.3	3911.2	4172.8	3753.1	3960.9	4231.4	3759.8	4498.6	3140.7	3943.4	3403.9	4029.6	4184.2	3783.5	4036.5	4361.4	3718.3	4333.9	1	1	1	1	1	1	1	1	1	1	6.5	10486000	10486000	1	+		+	18	1075;2272;11214;17097	True;False;True;False	1194;2542;19192;19193	1823;3882;3883;27618;27619;27620	2091;4467;4468;31320;31321;31322	2091;4467;31320	3	90
CON__Q3SZR3	CON__Q3SZR3	3	3	3				1	3	3	3	3	3	3	15.8	15.8	15.8	23.182	202	202	0	9.1489	852.47	35.978	6633.1	18896	3775.2	4870.6	13602	0	18555	15806	828.32	86.788	6330.3	18025	4143.4	5475	13509	527.54	18098	14880	3	1	3	3	3	3	3	0	3	3	852.47	35.978	6633.1	18896	3775.2	4870.6	13602	0	18555	15806	828.32	86.788	6330.3	18025	4143.4	5475	13509	527.54	18098	14880	3	1	3	3	3	3	3	0	3	3	15.8	107420000	107420000	3			+	19	4778;8494;16141	True;True;True	5316;9447;18126	7911;13804;26116	9056;15797;29661	9056;15797;29661		
CON__Q9Z2K1;CON__Q3ZAW8	CON__Q9Z2K1;CON__Q3ZAW8	6;6	1;1	1;1			;	2	6	1	1	6	1	1	11.1	1.5	1.5	51.606	469	469;474	1	-2	5845.8	4143.8	5270.5	6995.9	9028.8	8555	7345.5	8071.2	10532	6496.8	5529.5	3930.7	5383	7034.2	8919.7	8511.6	7645.2	8310.5	10256	6304.3	1	1	1	1	1	1	1	1	1	1	5845.8	4143.8	5270.5	6995.9	9028.8	8555	7345.5	8071.2	10532	6496.8	5529.5	3930.7	5383	7034.2	8919.7	8511.6	7645.2	8310.5	10256	6304.3	1	1	1	1	1	1	1	1	1	1	11.1	14354000	14354000	1	+		+	20	1663;3361;9273;12495;12953;17097	False;False;False;False;True;False	1868;3751;10277;14077;14078;14585;19192;19193	2817;5656;14919;20397;20398;21085;27618;27619;27620	3237;6469;17016;23239;23240;24003;31320;31321;31322	3237;6469;17016;23239;24003;31320	2;3	14;117
CON__Q3ZBD7	CON__Q3ZBD7	2	1	1				1	2	1	1	2	1	1	4.1	2.7	2.7	62.87	557	557	0	5.9415	15263	15416	15114	17003	20401	15477	16906	17412	18485	19974	14442	14571	15283	17337	20343	15643	17420	17992	18172	19211	6	6	6	7	7	7	7	7	7	7	15263	15416	15114	17003	20401	15477	16906	17412	18485	19974	14442	14571	15283	17337	20343	15643	17420	17992	18172	19211	6	6	6	7	7	7	7	7	7	7	4.1	600940000	600940000	7			+	21	1915;4798	False;True	2159;5339;5340	3302;7944;7945;7946;7947;7948;7949	3808;9093;9094;9095;9096;9097;9098;9099	3808;9098	25	357
CON__Q5D862	CON__Q5D862	2	2	2				1	2	2	2	2	2	2	0.9	0.9	0.9	248.07	2391	2391	0	5.6057	2565.1	1241.8	921.37	2045.4	1164.3	2003.9	2099.3	997.09	2202.2	13533	2421	1177.6	1017.8	2050.4	1179.2	2009.4	2094.8	1417.7	2168.5	12766	2	2	1	2	1	1	2	1	2	2	2565.1	1241.8	921.37	2045.4	1164.3	2003.9	2099.3	997.09	2202.2	13533	2421	1177.6	1017.8	2050.4	1179.2	2009.4	2094.8	1417.7	2168.5	12766	2	2	1	2	1	1	2	1	2	2	0.9	14393000	14393000	2			+	22	5353;12376	True;True	5960;13943	8805;20212	10064;23026	10064;23026		
CON__Q6IFX2	CON__Q6IFX2	7	1	1				1	7	1	1	7	1	1	13.9	1.5	1.5	50.133	452	452	1	-2	2744.3	3401	2673.4	3260.2	3609.1	2657.2	3042.9	3244.3	3120.7	3749	2596.5	3212	2706.4	3346.4	3599.4	2704.8	3126.7	3344.5	3075.9	3605.2	1	1	1	1	1	1	1	1	1	1	2744.3	3401	2673.4	3260.2	3609.1	2657.2	3042.9	3244.3	3120.7	3749	2596.5	3212	2706.4	3346.4	3599.4	2704.8	3126.7	3344.5	3075.9	3605.2	1	1	1	1	1	1	1	1	1	1	13.9	12733000	12733000	1	+		+	23	1074;1704;2273;3361;9273;11580;16513	False;True;False;False;False;False;False	1193;1911;2543;3751;10277;13065;18535	1821;1822;2888;3884;5656;14919;18984;26705	2089;2090;3310;4469;6469;17016;21647;30326	2089;3310;4469;6469;17016;21647;30326	1	236
CON__Q8N1N4-2;CON__Q7RTT2	CON__Q8N1N4-2;CON__Q7RTT2	3;3	2;2	2;2			;	2	3	2	2	3	2	2	5	3.6	3.6	56.964	521	521;521	0.002994	2.3813	1685.8	1488.9	687.54	1757.5	1311	1756.8	1282.9	1828.5	1402.7	3393.1	1591.4	1408.1	757.28	1788.1	1293.3	1768.3	1310.5	1933.6	1379	3237.3	2	2	2	2	2	2	2	2	2	2	1685.8	1488.9	687.54	1757.5	1311	1756.8	1282.9	1828.5	1402.7	3393.1	1591.4	1408.1	757.28	1788.1	1293.3	1768.3	1310.5	1933.6	1379	3237.3	2	2	2	2	2	2	2	2	2	2	5	6747800	6747800	2			+	24	5151;7569;15469	False;True;True	5726;8424;17387	8484;12348;25090	9716;14169;28529	9716;14169;28529		
CON__Q86YZ3	CON__Q86YZ3	2	2	2				1	2	2	2	2	2	2	1.9	1.9	1.9	282.39	2850	2850	0	8.7413	838.25	918.15	349.35	1107.3	686.44	702.78	771.65	1019.6	1052.5	886.52	791.36	868.42	384.17	1118.9	678.17	728.13	789.07	1037.1	1026.6	858.36	2	2	2	2	2	2	2	2	2	2	838.25	918.15	349.35	1107.3	686.44	702.78	771.65	1019.6	1052.5	886.52	791.36	868.42	384.17	1118.9	678.17	728.13	789.07	1037.1	1026.6	858.36	2	2	2	2	2	2	2	2	2	2	1.9	4632400	4632400	2			+	25	6592;17756	True;True	7342;19926	10795;28635	12331;32514	12331;32514		
CON__Q9C075	CON__Q9C075	3	2	2				1	3	2	2	3	2	2	6.6	4.5	4.5	48.131	422	422	0.0015113	2.4999	928.31	1516.9	873.55	2879.8	1590	1505.4	1885.2	1327.9	2562	3254.1	878.21	1440.7	892.09	2851.6	1576.1	1574.2	1923.3	1436.9	2499.2	3094.9	2	2	2	2	2	2	2	2	2	2	928.31	1516.9	873.55	2879.8	1590	1505.4	1885.2	1327.9	2562	3254.1	878.21	1440.7	892.09	2851.6	1576.1	1574.2	1923.3	1436.9	2499.2	3094.9	2	2	2	2	2	2	2	2	2	2	6.6	21499000	21499000	2			+	26	1783;7039;10595	False;True;True	2000;7835;11731	3052;11484;16873	3511;13135;19222	3511;13135;19222	24;26	76;214
O15379	O15379	21	21	21	Histone deacetylase 3	HDAC3		1	21	21	21	21	21	21	60.5	60.5	60.5	48.847	428	428	0	128.23	39345	47928	10343	20629	1115700	19981	470980	80739	7588.9	79379	37114	45120	21912	22104	1057200	20910	497610	81025	24242	76614	37	38	16	29	40	33	40	39	23	39	39345	47928	10343	20629	1115700	19981	470980	80739	7588.9	79379	37114	45120	21912	22104	1057200	20910	497610	81025	24242	76614	37	38	16	29	40	33	40	39	23	39	60.5	10664000000	10664000000	40				27	2610;5078;6094;6466;7432;7585;9397;10985;11034;11035;12229;13008;13119;13860;14139;16738;16995;17752;18068;18151;18152	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	2911;5647;6773;7201;8273;8442;10407;12277;12349;12350;13779;14650;14775;15578;15886;18797;18798;19081;19082;19921;19922;20287;20374;20375	4432;4433;8381;8382;8383;8384;9951;9952;10579;12136;12137;12375;12376;12377;15092;17725;17855;17856;19983;21167;21336;22438;22899;27080;27081;27471;27472;27473;27474;27475;28630;28631;29163;29272;29273;29274	5093;5094;9601;9602;9603;9604;9605;9606;9607;9608;11363;11364;12089;13930;13931;14202;14203;14204;17209;20198;20347;20348;22766;24092;24276;25536;26067;30734;30735;31156;31157;31158;31159;31160;32509;32510;33105;33223;33224;33225	5093;9601;11364;12089;13931;14203;17209;20198;20347;20348;22766;24092;24276;25536;26067;30734;31159;32510;33105;33223;33224	27;28;29	78;188;206
O60861	O60861	22	22	22	Growth arrest-specific protein 7	GAS7		1	22	22	22	22	22	22	49.4	49.4	49.4	54.371	476	476	0	207.95	353490	76419	1723500	64625	29356	3119900	39401	184840	18803	357470	339620	72120	1635900	115940	118860	2954800	37773	309850	18570	340880	68	61	71	61	41	72	26	69	35	70	353490	76419	1723500	64625	29356	3119900	39401	184840	18803	357470	339620	72120	1635900	115940	118860	2954800	37773	309850	18570	340880	68	61	71	61	41	72	26	69	35	70	49.4	32517000000	32517000000	73				28	2096;2226;3076;4281;6975;7547;8726;8728;9577;9578;10371;12118;12575;14064;14465;14466;14495;15035;15502;17401;18171;18172	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	2351;2492;3426;4781;7758;7759;8399;9697;9699;10606;10607;10608;11479;13660;13661;14166;15807;16257;16258;16289;16290;16891;17422;19527;20394;20395	3593;3795;3796;3797;3798;5159;7174;11383;11384;11385;11386;11387;12310;12311;12312;12313;14140;14143;15360;15361;15362;15363;15364;15365;16514;16515;16516;16517;19834;19835;19836;20518;20519;20520;22786;23457;23458;23459;23460;23461;23462;23463;23508;23509;23510;23511;23512;23513;23514;23515;24387;25142;28067;29300;29301;29302	4140;4141;4367;4368;4369;4370;5904;5905;8218;13011;13012;13013;13014;13015;14121;14122;14123;14124;14125;14126;16168;16171;17516;17517;17518;17519;17520;17521;17522;17523;18824;18825;18826;18827;22604;22605;22606;23368;23369;23370;23371;23372;25939;25940;26689;26690;26691;26692;26693;26694;26695;26696;26697;26746;26747;26748;26749;26750;26751;26752;26753;26754;26755;26756;26757;26758;26759;27744;28584;31843;33257;33258;33259	4140;4367;5904;8218;13014;14122;16168;16171;17516;17517;18824;22605;23369;25939;26692;26696;26757;27744;28584;31843;33257;33259	30;31;32;33;34	65;305;384;435;474
