Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides KUR1502	Razor + unique peptides KUR1502	Unique peptides KUR1502	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 0	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity 0	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity count 0	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity corrected 0 KUR1502	Reporter intensity corrected 1 KUR1502	Reporter intensity corrected 2 KUR1502	Reporter intensity corrected 3 KUR1502	Reporter intensity corrected 4 KUR1502	Reporter intensity corrected 5 KUR1502	Reporter intensity corrected 6 KUR1502	Reporter intensity corrected 7 KUR1502	Reporter intensity corrected 8 KUR1502	Reporter intensity corrected 9 KUR1502	Reporter intensity 0 KUR1502	Reporter intensity 1 KUR1502	Reporter intensity 2 KUR1502	Reporter intensity 3 KUR1502	Reporter intensity 4 KUR1502	Reporter intensity 5 KUR1502	Reporter intensity 6 KUR1502	Reporter intensity 7 KUR1502	Reporter intensity 8 KUR1502	Reporter intensity 9 KUR1502	Reporter intensity count 0 KUR1502	Reporter intensity count 1 KUR1502	Reporter intensity count 2 KUR1502	Reporter intensity count 3 KUR1502	Reporter intensity count 4 KUR1502	Reporter intensity count 5 KUR1502	Reporter intensity count 6 KUR1502	Reporter intensity count 7 KUR1502	Reporter intensity count 8 KUR1502	Reporter intensity count 9 KUR1502	Sequence coverage KUR1502 [%]	Intensity	Intensity KUR1502	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
Q9JL16	Q9JL16	1	1	1	Interferon-stimulated gene 20 kDa protein	Isg20		1	1	1	1	1	1	1	4.7	4.7	4.7	32.503	300	300	0.0030468	6.1466	3308.3	0	4251.5	20.879	4765.6	4177.1	3166.2	0	3783.5	2039.3	3134	0	4230.1	86.945	4783.8	3951	3316.6	80.145	3707	1916.8	1	0	1	1	1	1	1	0	1	1	3308.3	0	4251.5	20.879	4765.6	4177.1	3166.2	0	3783.5	2039.3	3134	0	4230.1	86.945	4783.8	3951	3316.6	80.145	3707	1916.8	1	0	1	1	1	1	1	0	1	1	4.7	38788000	38788000	1				4822	3701	True	3848	5663	6136	6136		
Q9JL26	Q9JL26	24	24	22	Formin-like protein 1	Fmnl1		1	24	24	22	24	24	22	25.3	25.3	23.5	122.06	1094	1094	0	176.72	51205	2640	49462	16.053	40355	62151	67508	604.76	75159	51969	48447	2478.7	49846	210.37	41871	58834	67624	2938.2	73836	48934	29	8	29	1	28	29	30	6	30	29	51205	2640	49462	16.053	40355	62151	67508	604.76	75159	51969	48447	2478.7	49846	210.37	41871	58834	67624	2938.2	73836	48934	29	8	29	1	28	29	30	6	30	29	25.3	893510000	893510000	32				4823	1121;4127;9713;11581;15708;18468;21470;22292;23176;23443;24005;24006;25123;25802;26572;26722;27884;28410;28950;29239;30154;30563;31460;32663	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1131;4304;10259;12244;16705;19621;22911;23796;24746;25024;25616;25617;26795;27515;28338;28501;29750;30316;30901;30902;31206;32185;32186;32635;33590;34880	1616;1617;6380;14872;17832;17833;24197;28284;32975;32976;34213;35551;35914;36731;36732;38379;39414;39415;40628;40836;42720;43566;44496;44497;44498;44926;46356;46357;47004;47005;48408;50297	1770;1771;6917;16020;19222;19223;26064;30367;35299;35300;36627;38096;38482;39372;39373;41146;42240;42241;43563;43785;45796;46696;47686;47687;47688;48149;49678;49679;50357;50358;51848;53850	1771;6917;16020;19222;26064;30367;35299;36627;38096;38482;39372;39373;41146;42241;43563;43785;45796;46696;47688;48149;49679;50358;51848;53850	3649;3650;3651;3652	105;669;865;980
Q9JL62	Q9JL62	5	5	5	Glycolipid transfer protein	Gltp		1	5	5	5	5	5	5	26.3	26.3	26.3	23.689	209	209	0	25.854	8590.9	0	4783.2	0	4149.9	10120	8787.2	0	8977.4	9457	8114.7	0	5040.4	0	4310.7	9580.2	8727.2	222.9	8850	8899.2	7	0	8	0	7	7	7	0	7	7	8590.9	0	4783.2	0	4149.9	10120	8787.2	0	8977.4	9457	8114.7	0	5040.4	0	4310.7	9580.2	8727.2	222.9	8850	8899.2	7	0	8	0	7	7	7	0	7	7	26.3	144070000	144070000	8				4824	502;1672;3036;11712;27721	True;True;True;True;True	493;1712;3143;12384;29558	669;670;2517;4654;18021;18022;42436;42437	731;732;2734;5057;19424;19425;45498;45499	731;2734;5057;19424;45498		
Q9JL95	Q9JL95	1	1	1	Proteoglycan 3	Prg3		1	1	1	1	1	1	1	9	9	9	25.204	222	222	0	34.91	166.84	0	53.503	0	0	149.04	59.811	0	0	0	157.45	0	59.849	0	0	140.87	56.372	0	0	0	1	0	1	0	0	1	1	0	0	0	166.84	0	53.503	0	0	149.04	59.811	0	0	0	157.45	0	59.849	0	0	140.87	56.372	0	0	0	1	0	1	0	0	1	1	0	0	0	9	15310000	15310000	1				4825	11514	True	12174	17714	19097	19097		
Q9JLB0;Q9WV34	Q9JLB0	6;1	6;1	6;1	MAGUK p55 subfamily member 6	Mpp6		2	6	6	6	6	6	6	13.2	13.2	13.2	62.63	553	553;552	0	33.949	10095	439.87	4697.6	0	4319.9	12686	4332.8	0	4801.4	9674.4	9532.1	413.02	5035.9	0	4406.8	12008	4422.6	454.75	4717.7	9108.5	7	4	7	0	7	7	7	0	7	7	10095	439.87	4697.6	0	4319.9	12686	4332.8	0	4801.4	9674.4	9532.1	413.02	5035.9	0	4406.8	12008	4422.6	454.75	4717.7	9108.5	7	4	7	0	7	7	7	0	7	7	13.2	62677000	62677000	7				4826	3394;6622;9195;21050;26792;27794	True;True;True;True;True;True	3527;6953;9701;22432;28573;29636	5211;10194;10195;14113;32270;40938;42549	5653;10992;10993;15218;34548;43911;45616	5653;10992;15218;34548;43911;45616		
Q9JLC3	Q9JLC3	1	1	1	Methionine-R-sulfoxide reductase B1	Msrb1		1	1	1	1	1	1	1	9.5	9.5	9.5	12.788	116	116	0.0033755	5.3542	5536.3	0	7131.9	10.294	5644.9	7835.1	6175.6	11.105	7405	4672.5	5244.7	0	7072.5	135.67	5824.9	7415	6294.4	455.13	7254.4	4400	1	0	1	1	1	1	1	1	1	1	5536.3	0	7131.9	10.294	5644.9	7835.1	6175.6	11.105	7405	4672.5	5244.7	0	7072.5	135.67	5824.9	7415	6294.4	455.13	7254.4	4400	1	0	1	1	1	1	1	1	1	1	9.5	56338000	56338000	1				4827	3739	True	3891	5723	6202	6202		
Q9JLF6	Q9JLF6	3	3	3	Protein-glutamine gamma-glutamyltransferase K	Tgm1		1	3	3	3	3	3	3	5.3	5.3	5.3	89.825	815	815	0	14.104	198.19	0	66.083	0	0	0	0	0	126.2	0	187.04	0	66.351	0	0	0	0	0	119.17	0	2	0	1	0	0	0	0	0	1	0	198.19	0	66.083	0	0	0	0	0	126.2	0	187.04	0	66.351	0	0	0	0	0	119.17	0	2	0	1	0	0	0	0	0	1	0	5.3	11170000	11170000	5				4828	6676;6777;21465	True;True;True	7010;7011;7119;22906	10278;10279;10429;32968;32969	11079;11080;11242;35292;35293	11079;11242;35293	3653	108
Q9JLI6	Q9JLI6	5	5	5	Selenocysteine lyase	Scly		1	5	5	5	5	5	5	16.2	16.2	16.2	47.173	432	432	0	106.72	14783	110.69	7471.2	0	6363.1	18474	9103.4	0	10494	15097	13961	103.93	7935	104.14	6562.8	17482	9173	717.39	10296	14205	5	1	5	0	5	5	5	0	5	5	14783	110.69	7471.2	0	6363.1	18474	9103.4	0	10494	15097	13961	103.93	7935	104.14	6562.8	17482	9173	717.39	10296	14205	5	1	5	0	5	5	5	0	5	5	16.2	119230000	119230000	6				4829	74;579;6138;18967;30243	True;True;True;True;True	68;576;6446;20147;32280	88;800;801;9520;28990;46488	97;874;875;10276;31111;49815	97;874;10276;31111;49815	3654	270
Q9JLI8	Q9JLI8	14	14	14	Squamous cell carcinoma antigen recognized by T-cells 3	Sart3		1	14	14	14	14	14	14	19	19	19	109.62	962	962	0	93.277	9450.8	281.97	5142.4	0	4474.4	11694	5493.1	0	6480	8762.9	8926.7	264.76	5387.9	0	4593.2	11069	5556.4	123.54	6346	8251.2	15	3	10	0	13	15	12	0	13	14	9450.8	281.97	5142.4	0	4474.4	11694	5493.1	0	6480	8762.9	8926.7	264.76	5387.9	0	4593.2	11069	5556.4	123.54	6346	8251.2	15	3	10	0	13	15	12	0	13	14	19	155920000	155920000	17				4830	1606;2955;3540;6414;6463;6807;9712;11170;12324;15735;16670;22089;26954;31851	True;True;True;True;True;True;True;True;True;True;True;True;True;True	1646;3058;3680;6739;6788;7152;10258;11801;13038;16732;17713;23581;28740;33999	2416;4538;5400;9906;9974;9975;10468;14870;14871;17203;18959;24233;25601;33910;41191;41192;49007	2629;4932;5852;10690;10763;10764;11284;16018;16019;18555;20435;26103;27541;36305;44178;44179;52486	2629;4932;5852;10690;10763;11284;16018;18555;20435;26103;27541;36305;44179;52486	3655	859
Q9JLJ1	Q9JLJ1	1	1	1	Selenoprotein K	Selk		1	1	1	1	1	1	1	12.8	12.8	12.8	10.642	94	94	0.0026667	6.9803	737.28	120.68	675.37	0	450.54	1338.2	696.93	0	659.88	718.94	697.42	113.31	681.33	0	473.94	1266.2	696.57	0	652.67	676.97	1	1	1	0	1	1	1	0	1	1	737.28	120.68	675.37	0	450.54	1338.2	696.93	0	659.88	718.94	697.42	113.31	681.33	0	473.94	1266.2	696.57	0	652.67	676.97	1	1	1	0	1	1	1	0	1	1	12.8	18298000	18298000	1				4831	31312	True	33435	48204	51629	51629		
Q9JLJ2	Q9JLJ2	15	15	15	4-trimethylaminobutyraldehyde dehydrogenase	Aldh9a1		1	15	15	15	15	15	15	41.7	41.7	41.7	53.514	494	494	0	159.21	58107	2581.3	31828	3.1543	25708	74601	39418	72.606	43089	61404	54885	2422.2	33465	495.96	26626	70598	39560	2970.3	42353	57790	23	8	21	1	21	22	22	2	22	22	58107	2581.3	31828	3.1543	25708	74601	39418	72.606	43089	61404	54885	2422.2	33465	495.96	26626	70598	39560	2970.3	42353	57790	23	8	21	1	21	22	22	2	22	22	41.7	1210200000	1210200000	26				4832	965;2004;3662;7772;8332;10213;14504;16817;19968;25711;26205;28452;29317;29706;30875	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	968;2076;3807;8181;8782;10791;15413;17871;21196;21197;27418;27419;27937;30357;31292;31706;32960	1369;3072;3073;5609;11934;12780;12781;15677;15678;15679;22395;22396;25822;30494;30495;39268;39269;39270;39271;40026;43623;45044;45645;47489;47490	1491;3337;3338;6075;12858;13789;13790;16898;16899;16900;24130;24131;27776;32694;32695;42081;42082;42083;42084;42912;46755;46756;48276;48919;50871;50872	1491;3337;6075;12858;13789;16899;24130;27776;32695;42084;42912;46756;48276;48919;50871	3656;3657;3658	269;327;487
Q9JLJ5	Q9JLJ5	2	2	1	Elongation of very long chain fatty acids protein 1	Elovl1		1	2	2	1	1	1	1	9.7	9.7	5	32.677	279	279	0.0030898	6.7738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4391100	4391100	1				4833	3253;19743	True;True	3375	4997	5425	5425		
Q9JLN9	Q9JLN9	4	4	4	Serine/threonine-protein kinase mTOR	Mtor		1	4	4	4	4	4	4	2.3	2.3	2.3	288.79	2549	2549	0	25.486	459.09	0	672.11	0	389.88	1323	618.37	0	716.56	977.47	434.68	0	661.5	0	415.64	1252.3	617.98	0	702.86	920.41	3	0	4	0	4	4	3	0	3	3	459.09	0	672.11	0	389.88	1323	618.37	0	716.56	977.47	434.68	0	661.5	0	415.64	1252.3	617.98	0	702.86	920.41	3	0	4	0	4	4	3	0	3	3	2.3	25300000	25300000	4				4834	3981;4774;12415;18865	True;True;True;True	4148;4986;13132;20038	6108;7301;19113;28828	6605;7895;20606;30941	6605;7895;20606;30941		
Q9JLQ0	Q9JLQ0	3	3	3	CD2-associated protein	Cd2ap		1	3	3	3	3	3	3	8.5	8.5	8.5	70.449	637	637	0	17.169	251.96	0	47.807	0	0	517.51	52.235	0	595.1	572.98	237.65	0	59.389	0	0	490.22	52.766	0	564.16	539.53	1	0	1	0	0	2	1	0	2	2	251.96	0	47.807	0	0	517.51	52.235	0	595.1	572.98	237.65	0	59.389	0	0	490.22	52.766	0	564.16	539.53	1	0	1	0	0	2	1	0	2	2	8.5	15592000	15592000	3				4835	8033;27599;30406	True;True;True	8458;29427;32472	12321;42250;46786	13294;45301;50131	13294;45301;50131		
Q9JLQ2	Q9JLQ2	9	9	6	ARF GTPase-activating protein GIT2	Git2		1	9	9	6	9	9	6	21.3	21.3	17.1	78.765	708	708	0	103.79	13227	800.47	12321	0	10980	16979	14261	10.359	17287	12083	12512	751.61	12448	45.568	11271	16077	14432	517.11	16933	11375	6	2	7	0	7	8	6	1	8	6	13227	800.47	12321	0	10980	16979	14261	10.359	17287	12083	12512	751.61	12448	45.568	11271	16077	14432	517.11	16933	11375	6	2	7	0	7	8	6	1	8	6	21.3	178930000	178930000	13				4836	558;15919;17812;18487;21037;23136;24163;25546;25936	True;True;True;True;True;True;True;True;True	556;16923;18914;19640;22418;24702;25779;27241;27242;27656	773;774;24479;27303;28308;32245;35483;36954;39009;39010;39011;39602;39603	843;844;26358;29344;30391;34523;38018;39616;41804;41805;41806;42437;42438	843;26358;29344;30391;34523;38018;39616;41804;42437	3659	564
Q9JLR9	Q9JLR9	1	1	1	HIG1 domain family member 1A, mitochondrial	Higd1a		1	1	1	1	1	1	1	18.9	18.9	18.9	10.425	95	95	0	97.063	172.04	0	0	0	0	102.74	106.5	0	161.45	160.95	162.15	0	0	0	0	97.249	102.38	0	156.97	151.55	1	0	0	0	0	1	1	0	2	2	172.04	0	0	0	0	102.74	106.5	0	161.45	160.95	162.15	0	0	0	0	97.249	102.38	0	156.97	151.55	1	0	0	0	0	1	1	0	2	2	18.9	120680000	120680000	4				4837	26244	True	27985	40098;40099;40100	42985;42986;42987;42988	42985		
Q9JLT4	Q9JLT4	4	3	2	Thioredoxin reductase 2, mitochondrial	Txnrd2		1	4	3	2	3	2	2	10.5	7.6	5.7	56.602	524	524	0	13.106	3272.3	65.046	2291.8	0	1813.2	4022.4	2431.8	3.4137	2929.3	3004.6	3092.7	61.076	2359.4	0	1877.6	3806.1	2459.3	129.05	2869.2	2826.4	2	1	2	0	2	2	2	1	2	2	3272.3	65.046	2291.8	0	1813.2	4022.4	2431.8	3.4137	2929.3	3004.6	3092.7	61.076	2359.4	0	1877.6	3806.1	2459.3	129.05	2869.2	2826.4	2	1	2	0	2	2	2	1	2	2	8.6	18637000	18637000	2				4838	2672;20395;28972;31505	True;True;True;False	2764;30926;33637	4061;44527;48494;48495;48496	4402;47721;51949;51950;51951	4402;47721;51949		
Q9JLV1	Q9JLV1	1	1	1	BAG family molecular chaperone regulator 3	Bag3		1	1	1	1	1	1	1	2.3	2.3	2.3	61.859	577	577	0.0040917	4.6801	455.67	0	25.67	0	95.45	666.16	125.99	0	121.32	461.97	429.57	0	51.482	0	93.17	630.51	126.65	0	119.9	435	1	0	1	0	1	1	1	0	1	1	455.67	0	25.67	0	95.45	666.16	125.99	0	121.32	461.97	429.57	0	51.482	0	93.17	630.51	126.65	0	119.9	435	1	0	1	0	1	1	1	0	1	1	2.3	2287200	2287200	1				4839	7288	True	7658	11232	12110	12110		
Q9JLV5	Q9JLV5	8	8	8	Cullin-3	Cul3		1	8	8	8	8	8	8	14.6	14.6	14.6	88.947	768	768	0	66.282	5913.9	0	3562.3	0	3188.4	9117.1	4165.8	0.52006	5040.3	5068.5	5587.3	0	3719.5	0	3272.4	8624.5	4217.5	223.23	4936.2	4768.4	7	0	7	0	7	7	7	1	7	7	5913.9	0	3562.3	0	3188.4	9117.1	4165.8	0.52006	5040.3	5068.5	5587.3	0	3719.5	0	3272.4	8624.5	4217.5	223.23	4936.2	4768.4	7	0	7	0	7	7	7	1	7	7	14.6	85085000	85085000	9				4840	5052;9364;11400;21408;22633;25103;25681;32867	True;True;True;True;True;True;True;True	5291;9880;12041;22840;24162;26775;27386;35097	7779;14358;17532;17533;32872;34711;38354;39222;50596	8408;15475;18909;18910;35191;37171;41119;42033;54167	8408;15475;18909;35191;37171;41119;42033;54167		
Q9JLV6	Q9JLV6	11	11	11	Bifunctional polynucleotide phosphatase/kinase;Polynucleotide 3-phosphatase;Polynucleotide 5-hydroxyl-kinase	Pnkp		1	11	11	11	11	11	11	26.2	26.2	26.2	57.223	522	522	0	96.442	22634	1142.4	16156	0	15675	28621	22076	42.423	24240	19504	21393	1072.4	16637	97.38	16028	27077	22220	883.64	23822	18360	16	4	16	0	17	15	16	2	15	17	22634	1142.4	16156	0	15675	28621	22076	42.423	24240	19504	21393	1072.4	16637	97.38	16028	27077	22220	883.64	23822	18360	16	4	16	0	17	15	16	2	15	17	26.2	423600000	423600000	17				4841	3330;7564;14141;17027;18311;18315;19147;21584;26021;28772;31089	True;True;True;True;True;True;True;True;True;True;True	3458;7958;7959;7960;15006;18090;19455;19459;20334;23033;27744;30708;33193	5117;5118;11639;11640;11641;21810;26149;28051;28056;29251;33142;33143;39743;44188;44189;44190;47839	5552;5553;12547;12548;12549;23529;28120;30124;30129;31384;35478;35479;42593;47364;47365;47366;51242	5552;12549;23529;28120;30124;30129;31384;35478;42593;47364;51242	3660;3661;3662;3663	219;465;476;478
Q9JLZ6	Q9JLZ6	1	1	1	Hypermethylated in cancer 2 protein	Hic2		1	1	1	1	1	1	1	1.6	1.6	1.6	66.766	619	619	0.0030494	6.1876	3651.3	96.006	2352.6	0	2595.3	4975.8	2820.1	0	3763.7	1922.4	3450.2	90.146	2447	0	2623.4	4706.6	2885.6	0	3673.6	1810.2	3	1	3	0	3	3	3	0	3	3	3651.3	96.006	2352.6	0	2595.3	4975.8	2820.1	0	3763.7	1922.4	3450.2	90.146	2447	0	2623.4	4706.6	2885.6	0	3673.6	1810.2	3	1	3	0	3	3	3	0	3	3	1.6	273240000	273240000	3				4842	22923	True	24466	35117;35118;35119	37611;37612;37613	37611		
Q9JM05	Q9JM05	1	1	1	E3 SUMO-protein ligase PIAS4	Pias4		1	1	1	1	1	1	1	1.8	1.8	1.8	55.569	507	507	0.0040675	4.5787	244.04	0	209.22	0	146.8	271.76	193.01	0	108.13	181.47	230.8	0	212	0	153.24	257.2	191.92	0	110.29	170.88	1	0	1	0	1	1	1	0	1	1	244.04	0	209.22	0	146.8	271.76	193.01	0	108.13	181.47	230.8	0	212	0	153.24	257.2	191.92	0	110.29	170.88	1	0	1	0	1	1	1	0	1	1	1.8	3094800	3094800	1				4843	30721	True	32798	47243	50613	50613		
Q9JM13	Q9JM13	3	3	3	Rab5 GDP/GTP exchange factor	Rabgef1		1	3	3	3	3	3	3	6.7	6.7	6.7	56.868	491	491	0	12.931	2762.5	62.381	2823.3	0	2395.1	3932	2712.5	0	3272.2	3004.8	2613.9	58.574	2822.3	0	2455.1	3719.9	2761.1	55.682	3205	2825.2	2	1	2	0	2	3	3	0	3	3	2762.5	62.381	2823.3	0	2395.1	3932	2712.5	0	3272.2	3004.8	2613.9	58.574	2822.3	0	2455.1	3719.9	2761.1	55.682	3205	2825.2	2	1	2	0	2	3	3	0	3	3	6.7	27235000	27235000	3				4844	6484;16206;22717	True;True;True	6810;17229;24253	10008;24948;34831	10798;26866;37305	10798;26866;37305		
Q9JM14	Q9JM14	4	4	4	5(3)-deoxyribonucleotidase, cytosolic type	Nt5c		1	4	4	4	4	4	4	26	26	26	23.076	200	200	0	41.243	9756.4	1592.7	8647.6	0	7619.2	12319	10359	0	11009	9550	9227.8	1495.5	8764	0	7825.6	11664	10431	523.05	10835	8987.8	5	2	5	0	4	6	5	0	5	5	9756.4	1592.7	8647.6	0	7619.2	12319	10359	0	11009	9550	9227.8	1495.5	8764	0	7825.6	11664	10431	523.05	10835	8987.8	5	2	5	0	4	6	5	0	5	5	26	502460000	502460000	6				4845	9547;10687;17836;31742	True;True;True;True	10082;11289;18939;33886	14632;16446;27333;48825;48826;48827	15763;17718;29376;52291;52292;52293	15763;17718;29376;52291		
Q9JM76	Q9JM76	4	4	4	Actin-related protein 2/3 complex subunit 3	Arpc3		1	4	4	4	4	4	4	21.3	21.3	21.3	20.524	178	178	0	21.674	32348	4089.6	23539	0	21020	35924	31705	1.8145	32459	27726	30576	3838.8	24198	292.49	21631	33992	31781	1781.5	31995	26101	7	3	7	0	7	7	7	1	7	7	32348	4089.6	23539	0	21020	35924	31705	1.8145	32459	27726	30576	3838.8	24198	292.49	21631	33992	31781	1781.5	31995	26101	7	3	7	0	7	7	7	1	7	7	21.3	1275700000	1275700000	7				4846	3141;17211;22052;31777	True;True;True;True	3253;18285;18286;23539;23540;33922	4813;26417;26418;26419;33846;33847;48875	5227;28407;28408;28409;36237;36238;52342	5227;28407;36237;52342	3664;3665	9;19
Q9JM90	Q9JM90	5	5	5	Signal-transducing adaptor protein 1	Stap1		1	5	5	5	5	5	5	29	29	29	34.627	297	297	0	51.032	2807.8	90.323	5143.7	0	3565.4	2792.6	4244.5	0	4895.7	2359.2	2665.1	84.81	5023.1	0	3710.5	2643.9	4305.7	0	4802.9	2221.4	6	1	6	0	5	6	7	0	7	5	2807.8	90.323	5143.7	0	3565.4	2792.6	4244.5	0	4895.7	2359.2	2665.1	84.81	5023.1	0	3710.5	2643.9	4305.7	0	4802.9	2221.4	6	1	6	0	5	6	7	0	7	5	29	89819000	89819000	7				4847	7027;11522;12048;16272;26997	True;True;True;True;True	7385;12182;12742;17297;28790	10831;17724;17725;18512;25042;41272	11674;19107;19108;19955;26963;26964;44262	11674;19107;19955;26963;44262		
Q9JMA1	Q9JMA1	17	17	17	Ubiquitin carboxyl-terminal hydrolase 14	Usp14		1	17	17	17	17	17	17	51.1	51.1	51.1	56.001	493	493	0	169.33	30480	966.67	13144	26.619	10703	36573	13862	3.0728	16935	21238	28777	907.82	14166	97.994	11009	34599	14038	767.43	16573	19981	26	7	22	1	18	26	24	2	23	24	30480	966.67	13144	26.619	10703	36573	13862	3.0728	16935	21238	28777	907.82	14166	97.994	11009	34599	14038	767.43	16573	19981	26	7	22	1	18	26	24	2	23	24	51.1	783400000	783400000	31				4848	2251;2404;3748;4790;6912;7031;7647;8717;10569;11136;16370;18126;18614;20890;22085;26097;32420	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	2334;2495;2496;3901;5003;7262;7389;8052;9188;11162;11163;11767;17404;19260;19261;19774;22260;23576;27823;34614	3441;3442;3443;3664;3665;3666;5735;7322;7323;10635;10836;11756;13393;16213;16214;16215;16216;16217;17153;25191;25192;27801;27802;27803;28480;32025;33899;39850;49917;49918	3742;3743;3744;3985;3986;3987;6214;7917;7918;11466;11679;12667;14450;17470;17471;17472;17473;17474;18504;27115;27116;27117;29867;29868;29869;30571;34294;36292;42709;53445;53446	3742;3986;6214;7917;11466;11679;12667;14450;17472;18504;27115;29867;30571;34294;36292;42709;53446	3666;3667;3668;3669	146;207;208;328
Q9JMA2	Q9JMA2	2	2	2	Queuine tRNA-ribosyltransferase	Qtrt1		1	2	2	2	2	2	2	8.2	8.2	8.2	44.092	403	403	0.00051374	10.349	148.24	0	0	0	69.891	182.97	0	0	0	0	139.71	0	0	0	65.81	182.97	0	0	0	0	1	0	0	0	1	1	0	0	0	0	148.24	0	0	0	69.891	182.97	0	0	0	0	139.71	0	0	0	65.81	182.97	0	0	0	0	1	0	0	0	1	1	0	0	0	0	8.2	12774000	12774000	2				4849	4266;25756	True;True	4448;27469	6572;39343	7116;42164	7116;42164		
Q9JMD0	Q9JMD0	2	2	2	BUB3-interacting and GLEBS motif-containing protein ZNF207	Znf207		1	2	2	2	2	2	2	5.3	5.3	5.3	52.792	495	495	0	18.755	5780.3	526.11	2783.9	0	2436.3	6248.2	2716	0	3370.8	4740.8	5457.8	494	2971.7	0	2497.5	5911.6	2769.1	111.59	3298.2	4458.4	3	2	4	0	4	4	4	0	4	3	5780.3	526.11	2783.9	0	2436.3	6248.2	2716	0	3370.8	4740.8	5457.8	494	2971.7	0	2497.5	5911.6	2769.1	111.59	3298.2	4458.4	3	2	4	0	4	4	4	0	4	3	5.3	191750000	191750000	4				4850	8074;17220	True;True	8500;18295	12379;12380;26429;26430	13354;13355;28419;28420	13355;28419		
Q9JME7	Q9JME7	4	4	3	Trafficking protein particle complex subunit 2-like protein	Trappc2l		1	4	4	3	3	3	3	32.4	32.4	25.9	16.018	139	139	0	14.275	1340.5	0	1134.2	0	782.17	1652.6	1209.7	0	1205.5	1463.4	1267.6	0	1150.5	0	820.58	1564.8	1210.7	0	1189.7	1377.9	3	0	3	0	3	3	3	0	3	3	1340.5	0	1134.2	0	782.17	1652.6	1209.7	0	1205.5	1463.4	1267.6	0	1150.5	0	820.58	1564.8	1210.7	0	1189.7	1377.9	3	0	3	0	3	3	3	0	3	3	25.9	18520000	18520000	3				4851	2786;7499;9957;31302	True;True;True;True	7874;10522;33425	11522;15277;48188	12425;16473;51613	12425;16473;51613		
Q9JMG1	Q9JMG1	3	3	2	Endothelial differentiation-related factor 1	Edf1		1	3	3	2	2	2	2	19.6	19.6	11.5	16.369	148	148	0.00050736	10.037	13203	0	7303.8	0	4411.7	17465	5527.6	0	6443.2	10408	12471	0	7660.3	99.861	4664.4	16517	5598.1	740.34	6318.7	9794	2	0	2	0	2	2	2	0	2	2	13203	0	7303.8	0	4411.7	17465	5527.6	0	6443.2	10408	12471	0	7660.3	99.861	4664.4	16517	5598.1	740.34	6318.7	9794	2	0	2	0	2	2	2	0	2	2	11.5	83832000	83832000	2				4852	775;1358;30886	True;True;True	1382;32971	2009;47505	2191;50887	2191;50887		
Q9JMH6	Q9JMH6	12	12	11	Thioredoxin reductase 1, cytoplasmic	Txnrd1		1	12	12	11	12	12	11	26.1	26.1	23.7	67.083	613	613	0	110.24	40674	921.78	59991	0	49976	57895	68955	278.76	89229	38185	38560	865.53	59213	103.97	51590	54792	69834	2795.8	87182	35955	16	6	17	0	17	17	17	3	17	17	40674	921.78	59991	0	49976	57895	68955	278.76	89229	38185	38560	865.53	59213	103.97	51590	54792	69834	2795.8	87182	35955	16	6	17	0	17	17	17	3	17	17	26.1	1098700000	1098700000	18				4853	3268;9311;10621;13407;13737;15766;16493;20360;22517;23237;29217;31505	True;True;True;True;True;True;True;True;True;True;True;True	3390;9824;11215;14213;14573;16763;17533;21662;21663;24037;24808;31183;33637	5015;14280;16297;20651;21189;21190;24272;25360;25361;31152;31153;31154;34551;35633;44896;48494;48495;48496	5446;15395;17560;22307;22878;22879;26146;27293;27294;33375;33376;33377;37000;38180;48119;51949;51950;51951	5446;15395;17560;22307;22879;26146;27293;33377;37000;38180;48119;51949	3670	215
