Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides MS2	Razor + unique peptides MS2	Unique peptides MS2	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 0	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity 0	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity count 0	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity corrected 0 MS2	Reporter intensity corrected 1 MS2	Reporter intensity corrected 2 MS2	Reporter intensity corrected 3 MS2	Reporter intensity corrected 4 MS2	Reporter intensity corrected 5 MS2	Reporter intensity corrected 6 MS2	Reporter intensity corrected 7 MS2	Reporter intensity corrected 8 MS2	Reporter intensity corrected 9 MS2	Reporter intensity 0 MS2	Reporter intensity 1 MS2	Reporter intensity 2 MS2	Reporter intensity 3 MS2	Reporter intensity 4 MS2	Reporter intensity 5 MS2	Reporter intensity 6 MS2	Reporter intensity 7 MS2	Reporter intensity 8 MS2	Reporter intensity 9 MS2	Reporter intensity count 0 MS2	Reporter intensity count 1 MS2	Reporter intensity count 2 MS2	Reporter intensity count 3 MS2	Reporter intensity count 4 MS2	Reporter intensity count 5 MS2	Reporter intensity count 6 MS2	Reporter intensity count 7 MS2	Reporter intensity count 8 MS2	Reporter intensity count 9 MS2	Sequence coverage MS2 [%]	Intensity	Intensity MS2	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
CON__P02662	CON__P02662	4	4	4				1	4	4	4	4	4	4	21.1	21.1	21.1	22.975	199	199	0	32.032	16107	9855.3	6723.5	82442	65968	12629	80153	14816	9947.4	17537	15207	9723.6	8061.8	79097	63581	15835	78985	15305	12793	16856	6	6	6	6	6	6	6	6	6	6	16107	9855.3	6723.5	82442	65968	12629	80153	14816	9947.4	17537	15207	9723.6	8061.8	79097	63581	15835	78985	15305	12793	16856	6	6	6	6	6	6	6	6	6	6	21.1	130540000	130540000	7			+	10	4239;4468;5912;8493	True;True;True;True	4788;5041;6663;9564	7419;7420;7421;7801;7802;10127;14390	9363;9364;9365;9857;9858;12790;18167	9363;9857;12790;18167		
CON__P02663	CON__P02663	2	2	2				1	2	2	2	2	2	2	7.7	7.7	7.7	24.348	207	207	0.0005015	13.972	3574.9	1058	766.63	28131	14400	1418	20067	3835.2	1009.1	4049.4	3372.2	1153.8	1111	26802	13871	2651.6	19633	3875.4	1803.9	3901.8	1	1	1	1	1	1	1	1	1	1	3574.9	1058	766.63	28131	14400	1418	20067	3835.2	1009.1	4049.4	3372.2	1153.8	1111	26802	13871	2651.6	19633	3875.4	1803.9	3901.8	1	1	1	1	1	1	1	1	1	1	7.7	76396000	76396000	2			+	11	5722;12488	True;True	6457;13994	9832;20575	12409;25796	12409;25796		
CON__P02666	CON__P02666	3	3	3				1	3	3	3	3	3	3	10	10	10	23.583	209	209	0	17.415	2132.4	1995.2	1483.5	9474.6	8412.8	3280.6	8079.8	4442.6	944.34	5125.4	2015.3	1927.4	1615.3	9172.2	8116.7	3589	8045.2	4565.6	1234.4	4929	2	2	2	2	2	2	2	2	2	2	2132.4	1995.2	1483.5	9474.6	8412.8	3280.6	8079.8	4442.6	944.34	5125.4	2015.3	1927.4	1615.3	9172.2	8116.7	3589	8045.2	4565.6	1234.4	4929	2	2	2	2	2	2	2	2	2	2	10	189430000	189430000	3			+	12	2269;7627;19896	True;True;True	2599;8609;22671	4053;12940;33594	5169;16318;42007	5169;16318;42007		
CON__P02754	CON__P02754	1	1	1				1	1	1	1	1	1	1	6.8	6.8	6.8	18.281	162	162	0.0052257	10.129	1251.1	1784.5	1220.5	14147	2817.3	2994.1	2600.5	3012.1	1857	5406.8	1183.7	1756.2	1249.9	13592	2760.9	3509.4	2637.1	3183.6	1863.8	5160.8	1	1	1	1	1	1	1	1	1	1	1251.1	1784.5	1220.5	14147	2817.3	2994.1	2600.5	3012.1	1857	5406.8	1183.7	1756.2	1249.9	13592	2760.9	3509.4	2637.1	3183.6	1863.8	5160.8	1	1	1	1	1	1	1	1	1	1	6.8	6954900	6954900	1			+	13	18491	True	21121	31339	39207	39207		
CON__P02769;CON__P02768-1	CON__P02769	66;6	66;6	66;6				2	66	66	66	66	66	66	82.5	82.5	82.5	69.293	607	607;609	0	323.31	243540	82337	1135600	3411000	448430	823130	2454600	134590	2835900	2862500	233780	90932	1087500	3257500	519380	937300	2412600	246030	2782000	2698400	247	186	256	259	242	257	258	225	259	258	243540	82337	1135600	3411000	448430	823130	2454600	134590	2835900	2862500	233780	90932	1087500	3257500	519380	937300	2412600	246030	2782000	2698400	247	186	256	259	242	257	258	225	259	258	82.5	321620000000	321620000000	340			+	14	536;1339;2045;2431;2432;2434;2435;2436;2437;2673;2704;2705;2853;2854;2865;3342;3973;4149;4150;4151;4152;5461;5623;5624;6085;6264;6553;7500;8399;8465;8481;10420;10475;10662;10821;10822;11224;11294;11641;11642;12434;12713;12762;12785;13343;13750;13751;14520;14941;14942;15345;15569;15962;15963;16109;16770;16771;16772;16947;17710;18822;19545;20189;21270;21405;21430	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	602;1510;2332;2770;2771;2773;2774;2775;2776;3035;3073;3074;3238;3239;3250;3770;4496;4689;4690;4691;4692;6167;6168;6349;6350;6858;7063;7384;8441;9461;9535;9552;11710;11767;11972;12144;12145;12578;12652;13034;13035;13931;14242;14293;14317;15191;15192;15770;15771;16629;17094;17095;17563;17817;18258;18259;18420;19151;19152;19153;19349;20220;21472;21473;22283;23029;24233;24383;24424	950;951;952;953;954;2350;3592;3593;3594;3595;3596;3597;4323;4324;4325;4326;4327;4328;4329;4332;4333;4334;4335;4336;4337;4338;4339;4340;4341;4342;4343;4344;4345;4346;4736;4737;4738;4788;4789;5068;5069;5070;5071;5072;5073;5074;5094;5095;5096;5097;5098;5099;5875;5876;5877;5878;5879;6981;6982;7264;7265;7266;7267;7268;7269;7270;7271;7272;7273;7274;7275;7276;7277;7278;7279;7280;7281;9402;9403;9404;9405;9406;9407;9408;9684;9685;9686;9687;9688;10394;10395;10396;10674;11107;11108;11109;11110;12663;12664;14222;14223;14224;14225;14226;14353;14373;14374;14375;17466;17467;17468;17469;17470;17541;17542;17543;17544;17545;17819;18065;18066;18067;18068;18069;18070;18071;18641;18642;18750;18751;19273;19274;19275;19276;19277;19278;19279;19280;19281;19282;20478;20932;20933;20934;20935;21009;21010;21011;21012;21013;21044;21045;21046;22537;22538;22539;22540;22541;22542;22543;23528;23529;23530;24754;25368;25369;25370;25371;25372;25373;25374;25375;26042;26043;26044;26045;26046;26047;26048;26049;26050;26403;27056;27057;27058;27059;27060;27061;27062;27063;27064;27065;27066;27067;27068;27069;27070;27071;27299;27300;27301;28396;28397;28398;28674;28675;28676;28677;30041;30042;30043;30044;30045;30046;30047;30048;30049;30050;30051;30052;30053;31858;31859;31860;31861;31862;31863;31864;31865;31866;33039;34113;34114;35830;35831;35832;35833;35834;35835;35836;35837;36059;36060;36061;36135;36136	1208;1209;1210;1211;1212;1213;1214;1215;1216;1217;2977;4564;4565;4566;4567;4568;4569;4570;4571;4572;5524;5525;5526;5527;5528;5529;5530;5531;5532;5533;5534;5537;5538;5539;5540;5541;5542;5543;5544;5545;5546;5547;5548;5549;5550;5551;5552;5553;5554;5555;6039;6040;6041;6042;6043;6103;6104;6473;6474;6475;6476;6477;6478;6479;6480;6481;6482;6483;6510;6511;6512;6513;6514;6515;7463;7464;7465;7466;7467;7468;7469;8830;8831;9172;9173;9174;9175;9176;9177;9178;9179;9180;9181;9182;9183;9184;9185;9186;9187;9188;9189;9190;9191;9192;9193;9194;9195;11871;11872;11873;11874;11875;11876;11877;11878;11879;12219;12220;12221;12222;12223;12224;12225;12226;13137;13138;13139;13140;13141;13142;13143;13144;13480;14020;14021;14022;14023;14024;15974;15975;17934;17935;17936;17937;17938;17939;17940;18122;18147;18148;18149;22008;22009;22010;22011;22012;22102;22103;22104;22105;22106;22436;22437;22722;22723;22724;22725;22726;22727;22728;22729;22730;22731;23427;23428;23562;23563;24214;24215;24216;24217;24218;24219;24220;24221;24222;24223;24224;24225;24226;24227;25675;26230;26231;26232;26233;26234;26235;26324;26325;26326;26327;26328;26369;26370;26371;26372;26373;26374;28253;28254;28255;28256;28257;28258;28259;28260;28261;29510;29511;29512;29513;29514;31007;31784;31785;31786;31787;31788;31789;31790;31791;31792;31793;31794;31795;31796;31797;32629;32630;32631;32632;32633;32634;32635;32636;32637;32638;32639;33063;33925;33926;33927;33928;33929;33930;33931;33932;33933;33934;33935;33936;33937;33938;33939;33940;33941;33942;33943;33944;33945;33946;33947;33948;34210;34211;34212;34213;35562;35563;35564;35565;35566;35891;35892;35893;35894;35895;35896;35897;37610;37611;37612;37613;37614;37615;37616;37617;37618;37619;37620;37621;37622;37623;37624;37625;37626;37627;37628;39821;39822;39823;39824;39825;39826;39827;39828;39829;39830;39831;39832;41311;42623;42624;44772;44773;44774;44775;44776;44777;44778;44779;44780;45067;45068;45069;45070;45157;45158;45159	1214;2977;4570;5526;5527;5541;5542;5543;5547;6040;6103;6104;6476;6483;6512;7463;8830;9172;9182;9189;9195;11872;12222;12226;13137;13480;14020;15974;17937;18122;18149;22009;22102;22437;22726;22730;23428;23562;24214;24225;25675;26230;26325;26372;28258;29511;29514;31007;31790;31796;32634;33063;33926;33935;34211;35562;35563;35565;35891;37617;39832;41311;42623;44775;45070;45159	8;9;10	111;469;571
CON__P04264	CON__P04264	38	34	26				1	38	34	26	38	34	26	49.5	45.3	37.1	66.017	644	644	0	323.31	363360	374930	207050	396860	353390	335010	299100	431620	489650	720000	343250	354310	219150	405140	349400	341120	312280	450900	475050	687950	73	73	71	72	73	72	73	73	72	73	363360	374930	207050	396860	353390	335010	299100	431620	489650	720000	343250	354310	219150	405140	349400	341120	312280	450900	475050	687950	73	73	71	72	73	72	73	73	72	73	49.5	12341000000	12341000000	80			+	15	495;496;3758;3934;6121;6365;6496;6919;7100;7772;7809;8956;10130;10407;11962;12326;14007;14132;15149;16205;16533;16534;16697;16848;16861;16862;16908;16973;16974;17012;18090;18296;18428;18429;20819;21095;21096;21102	True;True;True;True;False;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;True	554;555;4251;4252;4452;4453;6896;7178;7319;7798;7993;8772;8813;10079;11397;11398;11696;13417;13813;16054;16203;16204;17323;18525;18880;18881;19068;19242;19256;19257;19308;19375;19376;19415;20652;20881;21050;21051;23728;24037;24038;24045	885;886;6582;6583;6918;6919;6920;6921;10443;10444;10832;10833;11028;11732;12015;12016;12017;13190;13191;13192;13193;13264;15157;17039;17040;17041;17042;17450;19804;19805;20311;23927;24158;24159;24160;24161;24162;24163;24164;24165;25702;25703;27458;27459;27964;27965;27966;28257;28258;28259;28525;28551;28552;28618;28619;28620;28710;28711;28712;28768;28769;30673;30982;31244;31245;31246;35102;35103;35561;35562;35575;35576	1132;1133;8322;8323;8324;8751;8752;8753;8754;13198;13199;13200;13661;13662;13910;14793;15167;15168;15169;15170;15171;15172;16612;16613;16614;16615;16616;16702;19154;21509;21510;21511;21512;21989;24853;24854;25475;25476;30000;30290;30291;30292;30293;30294;30295;30296;30297;30298;32213;32214;34410;34411;35027;35028;35029;35398;35399;35400;35717;35749;35750;35828;35829;35830;35935;35936;35937;35938;36008;36009;36010;38398;38770;38771;38772;39096;39097;39098;39099;43838;43839;43840;44443;44444;44460;44461	1132;1133;8322;8754;13200;13662;13910;14793;15172;16612;16702;19154;21509;21989;24853;25476;30000;30298;32213;34410;35027;35029;35398;35717;35749;35750;35828;35936;35937;36010;38398;38771;39097;39099;43839;44443;44444;44460	11;12;13;14	259;262;296;469
CON__P08779	CON__P08779	18	7	6				1	18	7	6	18	7	6	37.4	17.3	15.4	51.267	473	473	0	87.252	16717	26559	9716.7	22837	27636	15219	13402	13488	21185	27650	15792	25068	10379	23553	26793	15625	14538	14430	20573	26348	5	5	5	5	5	5	5	5	5	5	16717	26559	9716.7	22837	27636	15219	13402	13488	21185	27650	15792	25068	10379	23553	26793	15625	14538	14430	20573	26348	5	5	5	5	5	5	5	5	5	5	37.4	155160000	155160000	7			+	16	1262;1950;3612;3940;7760;9208;9661;10520;10750;10751;11110;14998;15516;15616;16586;17801;20480;21109	False;False;True;False;False;True;False;False;False;False;False;False;True;True;True;True;False;True	1421;2231;4081;4460;8759;10372;10884;11819;12070;12071;12458;17157;17158;17754;17869;18942;20317;23349;23350;24052	2213;3439;6327;6930;13171;15595;16306;17620;17956;17957;17958;18491;25470;25471;26315;26484;28052;30192;34581;34582;34583;34584;34585;35583	2800;4375;8015;8766;8767;16589;19719;20590;22196;22197;22598;22599;22600;23238;31919;31920;32962;33166;35134;37793;43187;43188;43189;43190;43191;43192;43193;44468	2800;4375;8015;8766;16589;19719;20590;22197;22599;22600;23238;31919;32962;33166;35134;37793;43192;44468	6;7;15	14;121;296
CON__P13645;CON__P02535-1;CON__Q7Z3Y7;CON__Q7Z3Y8;CON__Q7Z3Z0	CON__P13645	31;10;5;4;2	31;10;5;4;2	22;6;0;0;0				5	31	31	22	31	31	22	51.4	51.4	43.7	59.51	593	593;570;486;459;450	0	323.31	448170	323540	213580	340460	290960	286830	234170	213440	276090	758990	423210	305740	229390	347670	289930	290400	242240	239810	270640	719620	46	46	46	46	46	46	46	46	46	46	448170	323540	213580	340460	290960	286830	234170	213440	276090	758990	423210	305740	229390	347670	289930	290400	242240	239810	270640	719620	46	46	46	46	46	46	46	46	46	46	51.4	6841500000	6841500000	58			+	17	420;624;1264;2657;4965;7785;7801;9320;9670;10344;10520;10750;10751;11094;11650;13905;13906;14249;15540;15561;15562;16539;16540;16699;16958;17250;17251;17315;19779;20480;21115	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	468;703;1423;3018;5586;8787;8805;10498;10893;11627;11819;12070;12071;12441;13043;15936;15937;15938;15939;16334;17780;17806;17807;18887;18888;19070;19360;19704;19705;19777;22538;23349;23350;24058	766;1094;1095;2215;4714;4715;8567;8568;13223;13224;13225;13253;15774;16319;16320;17354;17620;17956;17957;17958;18467;19290;23756;23757;23758;23759;23760;24350;26353;26385;26386;27975;27976;27977;28261;28691;28692;29215;29216;29323;33410;33411;34581;34582;34583;34584;34585;35589	985;986;1391;1392;2802;2803;6015;6016;6017;10827;10828;16651;16652;16653;16654;16690;16691;19932;20608;20609;21878;22196;22197;22598;22599;22600;23207;24235;29796;29797;29798;29799;29800;30514;33006;33043;33044;35041;35042;35043;35044;35402;35914;35915;36564;36565;36686;41783;41784;41785;43187;43188;43189;43190;43191;43192;43193;44478	986;1391;2802;6015;10828;16651;16690;19932;20608;21878;22197;22599;22600;23207;24235;29798;29799;30514;33006;33043;33044;35041;35044;35402;35914;36564;36565;36686;41785;43192;44478	7;16;17	150;271;291
CON__P13647	CON__P13647	25	19	4				1	25	19	4	25	19	4	34.9	28.5	6.9	62.378	590	590	0	155.91	80344	98079	48316	87708	89844	83820	75887	78606	102700	184730	75906	92592	50975	90626	88550	84473	78651	84616	100190	175760	17	17	17	17	17	17	17	17	17	17	80344	98079	48316	87708	89844	83820	75887	78606	102700	184730	75906	92592	50975	90626	88550	84473	78651	84616	100190	175760	17	17	17	17	17	17	17	17	17	17	34.9	624480000	624480000	24			+	18	552;1878;3756;5652;5741;5742;6119;6495;8215;10129;10310;10598;14029;14131;15192;15557;16698;17023;17783;18641;20340;20929;21095;21096;21103	True;True;True;True;False;False;True;True;True;True;False;True;False;True;True;True;True;True;True;True;True;True;False;False;True	619;2153;4249;6380;6381;6476;6477;6894;7318;9254;11396;11587;11902;16076;16202;17370;17802;19069;19427;20298;21281;23191;23848;24037;24038;24046	975;3332;3333;6579;9726;9727;9861;9862;9863;10440;11027;13926;17038;17305;17731;23954;24157;25772;26380;28260;28788;30167;31565;34349;35270;35561;35562;35577	1239;4249;4250;8319;12271;12272;12273;12445;12446;12447;12448;13195;13909;17539;21508;21828;22328;30029;30030;30289;32298;33038;35401;36033;37762;39477;42903;44059;44060;44061;44443;44444;44462	1239;4249;8319;12273;12446;12447;13195;13909;17539;21508;21828;22328;30029;30289;32298;33038;35401;36033;37762;39477;42903;44059;44443;44444;44462	18;19	247;457
CON__P20930	CON__P20930	2	2	2				1	2	2	2	2	2	2	0.5	0.5	0.5	435.16	4061	4061	0.00049044	12.365	1968.2	2512.3	1848.6	4336.6	2305.1	2407.1	2613.8	2902.1	3224.2	6348.2	1862	2383.7	1874.5	4310.3	2317.2	2517	2662.5	3083.1	3155.4	6044.7	2	2	2	2	2	2	2	2	2	2	1968.2	2512.3	1848.6	4336.6	2305.1	2407.1	2613.8	2902.1	3224.2	6348.2	1862	2383.7	1874.5	4310.3	2317.2	2517	2662.5	3083.1	3155.4	6044.7	2	2	2	2	2	2	2	2	2	2	0.5	4231900	4231900	2			+	19	8525;16133	True;True	9596;18450	14440;27349	18234;34275	18234;34275		
CON__P35527	CON__P35527	26	25	25				1	26	25	25	26	25	25	58.4	57.3	57.3	62.129	623	623	0	323.31	147620	208320	95192	193270	181130	167310	152500	262690	284190	203110	139490	196710	99865	198940	178450	170440	160220	265920	274820	197330	41	41	41	41	41	41	41	41	41	41	147620	208320	95192	193270	181130	167310	152500	262690	284190	203110	139490	196710	99865	198940	178450	170440	160220	265920	274820	197330	41	41	41	41	41	41	41	41	41	41	58.4	4661900000	4661900000	53			+	20	3195;3589;4304;4622;5857;6368;7101;7142;7143;7613;9620;10246;10750;13493;14474;14475;14919;14995;15658;16466;16467;16700;17379;18295;18316;20215	True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True	3611;4057;4862;4863;5209;6600;6601;7181;7994;8039;8040;8592;10838;11522;12070;15419;15420;16583;16584;17068;17154;17917;17918;18807;18808;19071;19846;19847;20880;20905;20906;23057	5650;6288;7548;7549;7550;8045;8046;10029;10030;10031;10838;10839;10840;12018;12019;12087;12088;12089;12090;12920;16240;17216;17956;17957;22905;22906;22907;22908;24700;24701;24702;25330;25466;25467;26553;26554;26555;27847;27848;28262;29454;29455;29456;30981;31011;31012;34159	7191;7969;7970;9535;9536;9537;10180;10181;12666;12667;12668;13667;13668;13669;15173;15174;15263;15264;15265;15266;16294;20506;20507;21727;22598;22599;28699;28700;28701;28702;28703;30947;30948;30949;31737;31915;31916;33255;33256;33257;34885;34886;35403;35404;36851;36852;36853;38767;38768;38769;38809;38810;38811;38812;42677	7191;7970;9536;10180;12668;13667;15173;15263;15264;16294;20507;21727;22599;28703;30947;30949;31737;31915;33257;34885;34886;35403;36853;38768;38809;42677	20;21;22;23;24;25;26;27	157;234;245;269;276;286;296;326
CON__P35908;CON__Q6NXH9;CON__Q7Z794;CON__Q9R0H5;CON__H-INV:HIT000016045;CON__Q9H552;CON__P19013	CON__P35908	41;5;5;4;2;2;2	41;5;5;4;2;2;2	26;0;0;0;0;0;0				7	41	41	26	41	41	26	59.4	59.4	42.6	65.865	645	645;539;578;524;99;499;594	0	323.31	539830	391190	212460	487610	350840	357400	332210	290920	380000	709670	509590	370090	234090	492690	347650	364560	340370	315770	372920	674980	57	57	56	57	57	57	57	57	57	57	539830	391190	212460	487610	350840	357400	332210	290920	380000	709670	509590	370090	234090	492690	347650	364560	340370	315770	372920	674980	57	57	56	57	57	57	57	57	57	57	59.4	5372200000	5372200000	60			+	21	89;1770;1879;3760;3935;4245;5741;5742;6121;6879;7046;7099;7141;7149;7808;8279;8956;10131;10310;10501;10502;11963;12205;13447;14008;14029;14415;14416;16867;17007;17392;17564;17565;18667;19187;19210;21095;21096;21104;21231;21332	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	98;2033;2154;4254;4255;4454;4455;4794;6476;6477;6896;7752;7937;7992;8038;8047;8812;9325;10079;11399;11400;11587;11798;11799;13418;13680;15352;16055;16076;16520;16521;19262;19410;19862;20057;20058;21308;21882;21909;24037;24038;24047;24189;24302	167;3151;3334;6585;6586;6922;6923;7428;9861;9862;9863;10443;10444;11659;11928;12014;12085;12086;12097;12098;13263;14022;15157;17043;17044;17305;17591;17592;19806;20138;20139;22799;23928;23954;24615;24616;28558;28559;28762;29494;29801;29802;31609;31610;32459;32460;32503;35561;35562;35578;35764;35935	219;4018;4251;8326;8327;8755;8756;8757;9374;12445;12446;12447;12448;13198;13199;13200;14703;15051;15166;15260;15261;15262;15273;15274;16701;17666;17667;19154;21513;21514;21828;22161;22162;24855;24856;25258;25259;28566;30001;30029;30030;30837;30838;35757;35758;36001;36908;37305;37306;37307;39525;39526;40579;40580;40629;44443;44444;44463;44692;44901	219;4018;4251;8327;8757;9374;12446;12447;13200;14703;15051;15166;15262;15274;16701;17666;19154;21513;21828;22161;22162;24856;25258;28566;30001;30029;30837;30838;35757;36001;36908;37305;37307;39525;40579;40629;44443;44444;44463;44692;44901	28;29;30;31	263;300;473;497
CON__Q04695;CON__Q9QWL7;CON__Q9C075	CON__Q04695;CON__Q9QWL7	14;12;1	4;4;1	3;3;0			;	3	14	4	3	14	4	3	28.5	9	6.9	48.105	432	432;433;422	0	33.691	3075.3	7686.9	2629.3	4522.7	7676.7	5725.5	3027.8	2978.4	3823.7	11813	2908.3	7243.5	2726.3	4856.2	7427.3	5673.1	3327.1	3450	3739	11192	3	3	3	3	3	3	3	3	3	3	3075.3	7686.9	2629.3	4522.7	7676.7	5725.5	3027.8	2978.4	3823.7	11813	2908.3	7243.5	2726.3	4856.2	7427.3	5673.1	3327.1	3450	3739	11192	3	3	3	3	3	3	3	3	3	3	28.5	26871000	26871000	4			+	22	1263;2095;2469;4284;5478;7802;9408;9661;10520;10750;10751;11110;13907;14787	True;True;False;False;False;True;False;False;False;False;False;False;False;True	1422;2392;2810;4835;6185;8806;10591;10884;11819;12070;12071;12458;15940;16919	2214;3715;4399;7486;9431;13254;15902;16306;17620;17956;17957;17958;18491;23761;25128	2801;4738;5625;9450;11906;16692;20091;20590;22196;22197;22598;22599;22600;23238;29801;31496	2801;4738;5625;9450;11906;16692;20091;20590;22197;22599;22600;23238;29801;31496	3;5;32	88;226;360
CON__Q148H6	CON__Q148H6	4	1	0				1	4	1	0	3	0	0	7.5	2.2	0	50.775	464	464	1	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.4	0	0	0	+		+	23	2657;10520;13456;20480	False;False;True;False	3018;11819;23349;23350	4714;4715;17620;34581;34582;34583;34584;34585	6015;6016;6017;22196;22197;43187;43188;43189;43190;43191;43192;43193	6015;22197;43192	7	90
CON__Q14CN4-1;CON__Q6IME9	CON__Q14CN4-1;CON__Q6IME9	6;6	1;1	0;0			;	2	6	1	0	6	1	0	7.6	2.3	0	55.877	511	511;520	0.0055147	7.22	2361.5	2013	1206.9	2315.9	1738.6	2103.1	1712.3	2403.3	2689.9	4105.7	2230.3	1903.4	1288.1	2356	1733.5	2129	1771	2522.7	2612.7	3921.6	2	2	2	2	2	2	2	2	2	2	2361.5	2013	1206.9	2315.9	1738.6	2103.1	1712.3	2403.3	2689.9	4105.7	2230.3	1903.4	1288.1	2356	1733.5	2129	1771	2522.7	2612.7	3921.6	2	2	2	2	2	2	2	2	2	2	7.6	18169000	18169000	2			+	24	1770;3756;5741;5742;6120;10129	False;False;False;False;True;False	2033;4249;6476;6477;6895;11396	3151;6579;9861;9862;9863;10441;10442;17038	4018;8319;12445;12446;12447;12448;13196;13197;21508	4018;8319;12446;12447;13196;21508		
CON__Q3SZR3	CON__Q3SZR3	4	4	4				1	4	4	4	4	4	4	15.8	15.8	15.8	23.182	202	202	0	33.801	5854.5	2906.9	23006	62862	12775	14885	46127	3521.3	58567	53359	5604.2	3087.6	22117	60115	14051	17019	45693	5580.3	57260	50325	5	5	5	5	5	5	5	5	5	5	5854.5	2906.9	23006	62862	12775	14885	46127	3521.3	58567	53359	5604.2	3087.6	22117	60115	14051	17019	45693	5580.3	57260	50325	5	5	5	5	5	5	5	5	5	5	15.8	140920000	140920000	5			+	25	2639;5655;10091;19344	True;True;True;True	2999;6384;11350;22058	4671;9730;16955;32715	5963;12276;21398;21399;40881	5963;12276;21398;40881		
CON__Q9Z2K1;CON__Q3ZAW8	CON__Q9Z2K1;CON__Q3ZAW8	10;10	2;2	2;2			;	2	10	2	2	10	2	2	18.8	4.3	4.3	51.606	469	469;474	0.0038059	10.538	15285	12250	14336	17475	20670	18994	17971	19852	21346	16409	14460	11602	14562	17649	20567	19013	18514	20374	20919	15911	3	3	3	3	3	3	3	3	3	3	15285	12250	14336	17475	20670	18994	17971	19852	21346	16409	14460	11602	14562	17649	20567	19013	18514	20374	20919	15911	3	3	3	3	3	3	3	3	3	3	18.8	303790000	303790000	3			+	26	1950;3612;3940;5477;9661;10520;11110;14998;15517;20480	False;False;False;True;False;False;False;False;True;False	2231;4081;4460;6184;10884;11819;12458;17157;17158;17755;23349;23350	3439;6327;6930;9430;16306;17620;18491;25470;25471;26316;26317;34581;34582;34583;34584;34585	4375;8015;8766;8767;11905;20590;22196;22197;23238;31919;31920;32963;32964;43187;43188;43189;43190;43191;43192;43193	4375;8015;8766;11905;20590;22197;23238;31919;32963;43192	6;7;15	14;117;292
CON__Q3ZBD7	CON__Q3ZBD7	2	1	1				1	2	1	1	2	1	1	4.1	2.7	2.7	62.87	557	557	0.0055223	7.2602	9289.6	9746.4	9214	10366	11879	10567	11421	11587	11318	12037	8790	9210.6	9314.1	10609	11891	10619	11644	11946	11172	11603	6	6	6	6	6	6	6	6	6	6	9289.6	9746.4	9214	10366	11879	10567	11421	11587	11318	12037	8790	9210.6	9314.1	10609	11891	10619	11644	11946	11172	11603	6	6	6	6	6	6	6	6	6	6	4.1	646900000	646900000	9			+	27	2244;5681	False;True	2571;6415;6416	4014;9780;9781;9782;9783;9784	5122;5123;12341;12342;12343;12344;12345;12346;12347;12348;12349	5122;12342	33	357
